Trajectories
100
	x_LWristOut			x_LWristIn			x_LHandOut			x_LHandIn			x_RHandOut			x_RHandIn			x_RThumb1			x_RThumbTip			x_RIndex2			x_RIndexTip			x_RMiddle2			x_RMiddleTip			x_RRing2			x_RRingTip			x_RPinky2			x_RPinkyTip			x_LThumb1			x_LThumbTip			x_LIndex2			x_LIndexTip			x_LMiddle2			x_LMiddleTip			x_LRing2			x_LRingTip			x_LPinky2			x_LPinkyTip
Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
756	66.005	611.968	163.671	79.532	565.836	191.081	113.259	617.615	125.983	142.964	573.537	161.401	-151.042	156.207	177.164	-109.269	203.547	189.552	-141.375	245.355	193.154	-114.902	254.558	138.434	-94.401	212.891	113.316	-101.184	228.153	84.257	-102.463	195.867	101.73	-115.957	216.751	71.529	-141.317	176.8	92.182	-123.672	198.044	71.954	-136.613	160.719	114.564	-117.025	176.173	102.999	115.988	522.712	143.865	155.201	513.912	93.153	180.072	551.989	94.55	164.779	533.043	67.999	180.366	573.334	80.997	157.033	544.964	57.657	160.853	588.563	73.712	136.055	561.028	59.429	0	0	0	0	0	0
757	68.634	611.076	163.343	82.05	564.849	190.618	115.927	616.763	125.82	145.528	572.623	161.255	-150.275	156.442	177.072	-108.5	203.752	189.512	-140.609	245.545	193.122	-114.131	254.827	138.315	-93.65	213.191	113.336	-100.422	228.478	84.291	-101.649	196.144	101.691	-115.158	217.05	71.508	-140.559	177.147	92.118	-122.935	198.392	71.998	-135.827	160.995	114.444	-116.243	176.515	102.956	118.637	521.811	143.456	157.981	513.039	92.799	182.923	551.244	94.464	167.753	532.409	67.819	183.633	572.913	81.15	160.456	544.625	57.424	164.148	588.237	73.762	139.461	560.673	59.182	138.371	597.916	68.095	120.242	573.094	67.135
758	71.235	610.178	162.902	84.662	564.064	189.899	118.607	616.02	125.702	148.053	571.746	161.021	-149.507	156.676	176.98	-107.727	203.928	189.488	-139.881	245.744	193.073	-113.377	255.028	138.323	-92.815	213.424	113.296	-99.631	228.794	84.249	-100.832	196.385	101.657	-114.359	217.336	71.516	-139.777	177.453	92.07	-122.142	198.735	71.935	-135.082	161.262	114.355	-115.484	176.813	102.859	121.25	520.884	143.017	160.758	512.184	92.589	185.738	550.536	94.364	170.816	531.752	67.81	186.779	572.468	81.203	163.729	544.294	57.169	167.292	587.736	73.893	142.771	560.258	58.886	141.589	597.397	67.889	123.356	572.54	66.984
759	73.796	609.275	162.519	87.08	563.089	189.464	121.148	615.196	125.396	150.577	570.837	160.796	-148.742	156.876	176.862	-106.951	204.117	189.451	-139.1	245.984	193.033	-112.621	255.254	138.312	-92.013	213.72	113.242	-98.86	229.113	84.256	-100.051	196.678	101.611	-113.567	217.675	71.448	-139.026	177.748	91.968	-121.405	199.085	71.868	-134.289	161.551	114.267	-114.71	177.083	102.794	123.795	520.031	142.639	163.505	511.369	92.34	188.406	549.754	94.301	173.655	531.111	67.522	189.975	572.113	81.36	167.092	543.965	57.001	170.445	587.407	73.924	146.085	559.995	58.589	144.673	596.913	67.768	126.573	572.087	66.438
760	76.26	608.374	162.13	89.474	562.129	188.994	123.759	614.36	125.363	153.002	569.922	160.659	-148.017	157.065	176.737	-106.2	204.309	189.397	-138.329	246.136	192.997	-111.833	255.5	138.211	-91.241	213.972	113.211	-98.113	229.427	84.255	-99.24	196.923	101.526	-112.73	217.959	71.485	-138.292	178.098	91.904	-120.696	199.416	71.888	-133.518	161.816	114.13	-113.985	177.405	102.673	126.344	519.154	142.246	166.267	510.56	92.012	191.333	549.079	94.117	176.468	530.498	67.321	193.041	571.754	81.512	170.376	543.698	56.785	173.482	586.965	73.97	149.443	559.722	58.205	147.709	597.318	67.263	129.85	570.767	66.314
761	78.726	607.503	161.706	91.829	561.166	188.522	126.248	613.545	125.245	155.398	569.023	160.454	-147.264	157.277	176.646	-105.418	204.45	189.345	-137.958	246.314	192.694	-111.09	255.691	138.209	-90.514	214.219	113.189	-97.301	229.694	84.223	-98.452	197.175	101.458	-111.961	218.266	71.497	-137.557	178.45	91.8	-119.957	199.825	71.742	-132.79	162.08	114.036	-113.255	177.665	102.538	128.829	518.298	141.853	168.947	509.778	91.828	194	548.471	93.953	179.203	529.865	67.104	196.071	571.365	81.668	173.203	543.321	56.763	176.522	586.684	74.02	152.552	559.407	57.985	150.713	597.009	67.13	132.893	572.986	65.822
762	81.152	606.614	161.24	94.146	560.201	188.047	128.74	612.788	125.142	157.774	568.201	160.216	-146.495	157.433	176.505	-104.654	204.575	189.291	-137.157	246.49	192.706	-110.313	255.893	138.19	-89.73	214.475	113.112	-96.561	230.001	84.215	-97.711	197.421	101.432	-111.137	218.554	71.438	-136.752	178.681	91.682	-119.293	200.129	71.75	-132.027	162.333	113.918	-112.524	177.931	102.452	131.299	517.448	141.427	171.563	508.989	91.494	196.642	547.868	93.84	182.244	529.487	66.742	199.031	571.028	81.746	176.504	543.154	56.54	179.4	586.23	74.058	155.572	559.038	57.76	153.692	596.61	66.898	135.924	572.577	65.347
763	83.498	605.728	160.779	96.408	559.255	187.524	131.043	612.035	124.857	160.081	567.341	159.988	-145.763	157.575	176.374	-103.876	204.72	189.223	-136.251	246.641	192.773	-109.526	256.108	138.116	-88.941	214.682	113.042	-95.834	230.254	84.201	-96.936	197.668	101.333	-110.374	218.853	71.432	-136.034	178.968	91.6	-118.563	200.47	71.649	-131.285	162.538	113.771	-111.802	178.254	102.344	133.727	516.549	140.926	174.169	508.284	91.1	199.219	547.278	93.668	184.938	528.976	66.512	201.898	570.623	81.803	179.609	542.944	56.349	182.282	585.863	74.134	158.582	558.712	57.571	156.619	597.138	66.015	138.877	572.314	64.968
764	85.809	604.851	160.327	98.616	558.288	187.038	133.457	611.267	124.761	162.317	566.476	159.755	-145.005	157.738	176.252	-103.119	204.834	189.15	-135.422	246.735	192.785	-108.76	256.262	138.115	-88.226	214.91	113.003	-95.062	230.535	84.158	-96.173	197.882	101.248	-109.663	219.123	71.405	-135.274	179.217	91.512	-117.86	200.797	71.579	-130.511	162.772	113.655	-111.074	178.477	102.238	136.104	515.736	140.51	176.772	507.561	90.817	201.756	546.669	93.492	187.605	528.445	66.19	204.651	570.211	81.821	182.592	542.647	56.166	185.158	585.587	74.157	161.556	558.437	57.277	159.452	596.752	65.996	141.811	571.921	64.542
765	88.068	603.975	159.819	100.807	557.364	186.464	135.734	610.464	124.593	164.57	565.643	159.448	-144.267	157.891	176.119	-102.378	204.925	189.1	-134.673	246.85	192.769	-107.996	256.371	138.094	-87.285	215.112	112.959	-94.637	230.854	84.243	-95.431	198.1	101.177	-108.854	219.366	71.301	-134.507	179.458	91.432	-117.2	201.065	71.568	-129.768	162.978	113.571	-110.365	178.715	102.125	138.48	514.911	140.031	179.288	506.853	90.471	204.285	546.123	93.306	190.21	527.919	65.889	207.449	569.873	81.907	185.721	542.54	56.059	187.999	585.243	74.21	164.568	558.191	57.004	162.247	596.379	65.973	144.728	571.656	64.101
766	90.293	603.127	159.325	102.94	556.418	185.908	137.972	609.715	124.262	166.754	564.776	159.15	-143.536	157.997	175.994	-101.6	205.039	189.016	-133.818	246.968	192.712	-107.183	256.558	137.993	-86.535	215.295	112.862	-93.903	231.091	84.21	-94.635	198.255	101.101	-108.129	219.581	71.277	-133.75	179.657	91.325	-116.424	201.356	71.356	-129.019	163.138	113.415	-109.625	178.919	101.981	140.724	514.102	139.476	181.786	506.205	90.099	206.752	545.579	93.098	192.777	527.389	65.535	210.216	569.506	81.946	188.714	542.323	55.795	190.814	584.89	74.316	167.554	557.971	56.726	164.791	596.405	68.51	147.823	570.569	63.734
767	92.498	602.25	158.817	105.038	555.488	185.351	140.204	608.945	123.959	168.883	563.933	158.81	-142.812	158.146	175.866	-100.835	205.137	188.93	-133.029	247.058	192.688	-106.396	256.672	137.982	-85.803	215.455	112.814	-93.208	231.351	84.153	-93.85	198.408	101.018	-107.316	219.776	71.197	-132.98	179.827	91.182	-115.66	201.566	71.32	-128.259	163.288	113.284	-108.884	179.12	101.882	142.974	513.277	138.934	184.169	505.475	89.596	209.127	544.92	92.894	195.117	526.93	65.218	213.016	569.235	82.018	191.708	542.134	55.537	193.662	584.67	74.32	170.399	557.73	56.572	167.344	595.903	68.593	150.813	570.338	63.164
768	94.616	601.409	158.279	107.082	554.577	184.741	142.299	608.167	123.631	170.966	563.07	158.456	-142.109	158.239	175.678	-100.111	205.184	188.859	-132.276	247.123	192.655	-105.647	256.779	137.946	-85.072	215.658	112.73	-92.504	231.571	84.115	-93.085	198.572	100.936	-106.487	219.968	71.139	-132.223	180.024	91.115	-114.955	201.78	71.366	-127.495	163.434	113.155	-108.126	179.281	101.746	145.077	512.312	138.568	186.487	504.782	89.195	211.472	544.325	92.586	197.522	526.402	64.861	215.673	568.906	82.126	194.726	541.963	55.248	196.401	584.484	74.428	173.311	557.529	56.244	169.976	595.612	68.614	153.725	570.174	62.641
769	96.709	600.555	157.757	109.094	553.633	184.189	144.441	607.408	123.347	173.02	562.233	158.064	-141.375	158.318	175.565	-99.34	205.249	188.774	-131.464	247.208	192.538	-104.812	256.899	137.84	-84.312	215.782	112.653	-91.784	231.801	84.076	-92.284	198.668	100.822	-105.681	220.112	71.071	-131.432	180.169	90.977	-114.147	201.969	71.152	-126.718	163.56	113.008	-107.368	179.414	101.64	147.172	511.479	137.936	188.802	504.078	88.724	213.754	543.709	92.248	199.939	525.83	64.421	218.534	568.772	82.302	197.663	541.845	54.93	199.061	584.218	74.413	176.184	557.405	55.855	172.601	595.353	68.565	156.586	570.001	62.041
770	98.756	599.718	157.183	111.077	552.72	183.559	146.523	606.65	123.054	175.024	561.372	157.645	-140.618	158.4	175.418	-98.585	205.296	188.689	-130.752	247.264	192.458	-104.091	256.981	137.812	-83.596	215.906	112.608	-91.056	232.012	83.991	-91.471	198.771	100.733	-104.843	220.241	70.945	-130.633	180.259	90.802	-113.351	202.099	71.099	-125.97	163.641	112.899	-106.588	179.549	101.536	149.262	510.673	137.397	190.985	503.341	88.148	216.091	543.08	91.854	202.226	525.263	63.962	222.238	568.727	83.296	200.924	541.726	54.483	201.669	583.963	74.422	179.005	557.185	55.469	175.25	595.208	68.36	159.437	569.948	61.502
771	100.8	598.87	156.695	113.017	551.827	182.931	148.462	605.92	122.661	176.99	560.506	157.214	-139.933	158.472	175.265	-97.85	205.314	188.62	-129.987	247.325	192.43	-103.316	257.027	137.748	-82.811	216.032	112.468	-90.294	232.11	83.95	-90.677	198.82	100.664	-104.027	220.329	70.905	-129.869	180.367	90.702	-112.556	202.238	70.999	-125.174	163.706	112.764	-105.811	179.651	101.414	151.324	509.832	136.746	193.12	502.595	87.646	218.288	542.482	91.605	204.458	524.716	63.474	224.747	568.472	83.219	203.761	541.622	54.108	204.203	583.687	74.363	181.799	557.116	55.068	177.72	594.929	68.328	161.943	568.624	60.795
772	102.806	598.034	156.082	114.966	550.919	182.321	150.308	605.214	122.357	178.926	559.7	156.753	-139.228	158.524	175.11	-97.129	205.344	188.487	-129.24	247.359	192.255	-102.52	257.109	137.597	-82.097	216.137	112.413	-89.589	232.286	83.875	-89.883	198.878	100.56	-103.185	220.393	70.795	-129.033	180.415	90.563	-111.688	202.353	70.816	-124.44	163.759	112.633	-105.051	179.719	101.326	153.312	509.069	136.104	195.212	501.885	87.112	220.438	541.876	91.162	206.643	524.155	62.974	226.494	568.171	82.32	206.545	541.503	53.717	206.541	582.886	74.434	184.463	556.857	54.575	180.173	594.81	68.189	164.677	568.471	60.206
773	104.732	597.242	155.522	116.844	550.015	181.686	152.222	604.5	122.012	180.846	558.881	156.237	-138.485	158.561	174.985	-96.395	205.347	188.368	-128.469	247.398	192.167	-101.784	257.125	137.546	-81.359	216.161	112.352	-88.826	232.394	83.795	-89.031	198.946	100.506	-102.432	220.765	70.867	-128.212	180.46	90.446	-110.963	202.44	70.815	-123.628	163.787	112.503	-104.217	179.783	101.201	155.275	508.265	135.439	197.2	501.143	86.401	222.465	541.252	90.687	208.809	523.6	62.392	228.825	568.157	82.202	209.26	541.357	53.289	208.931	582.635	74.251	187.119	556.708	54.134	182.577	594.625	68.014	167.33	568.421	59.588
774	106.636	596.41	154.902	118.689	549.145	181	154.076	603.751	121.572	182.682	558.041	155.734	-137.817	158.616	174.817	-95.683	205.363	188.258	-127.906	247.351	192.008	-101.03	257.15	137.401	-80.604	216.262	112.163	-88.122	232.481	83.698	-88.229	198.964	100.373	-101.627	220.771	70.837	-127.417	180.488	90.321	-110.16	202.521	70.682	-122.855	163.816	112.366	-103.455	179.84	101.078	157.172	507.493	134.802	199.216	500.425	85.846	224.416	540.669	90.191	210.886	523.04	61.815	230.914	568.721	82.025	211.901	541.227	52.867	211.305	582.39	74.108	189.784	556.596	53.595	184.828	594.358	67.785	169.901	568.232	58.938
775	108.479	595.609	154.327	120.501	548.306	180.385	155.859	602.976	121.205	184.485	557.24	155.231	-137.083	158.61	174.628	-94.936	205.357	188.151	-127.138	247.359	191.835	-100.287	257.168	137.269	-79.883	216.34	112.078	-87.404	232.601	83.613	-87.539	198.976	100.269	-100.77	220.556	70.514	-126.626	180.525	90.175	-109.374	202.606	70.523	-122.108	163.82	112.226	-102.699	179.83	100.917	159.03	506.668	134.111	201.054	499.711	85.173	226.538	540.087	89.831	212.915	522.5	61.184	234.096	567.356	82.542	214.481	541.086	52.339	213.601	582.174	73.991	192.361	556.441	53.012	187.037	594.187	67.637	172.416	568.149	58.248
776	110.258	594.783	153.762	122.244	547.446	179.724	157.616	602.264	120.722	186.25	556.486	154.59	-136.412	158.61	174.472	-94.224	205.338	188.03	-126.31	247.422	191.744	-99.581	257.168	137.112	-79.151	216.305	111.979	-86.651	232.665	83.492	-86.775	199	100.131	-100.008	220.62	70.419	-125.872	180.554	90.022	-108.662	202.65	70.481	-121.329	163.779	112.074	-101.932	179.883	100.773	160.826	505.881	133.456	203.357	499.04	84.911	228.41	539.5	89.278	214.761	522.008	60.333	236.337	567.2	82.325	217.03	540.978	51.829	215.859	581.954	73.839	194.956	556.313	52.421	189.235	594.024	67.413	174.848	568.189	57.637
777	112.007	593.945	153.337	123.96	546.59	179.078	159.277	601.572	120.231	188.019	555.743	153.981	-135.677	158.653	174.304	-93.501	205.303	187.895	-125.701	247.333	191.589	-98.846	257.176	136.959	-78.399	216.372	111.802	-85.962	232.75	83.421	-85.998	198.993	99.959	-99.147	220.656	70.293	-125.103	180.552	89.876	-108.279	202.754	70.087	-120.592	163.795	111.898	-101.201	179.904	100.596	162.601	505.102	132.795	205.124	498.288	84.216	230.192	539.048	88.563	216.711	521.429	59.591	237.612	569.085	81.497	219.64	540.928	51.123	218.198	582.072	73.623	196.424	554.341	52.339	191.298	594.077	67.333	177.339	568.206	56.835
778	113.689	593.149	152.717	125.612	545.755	178.419	160.891	600.788	119.783	189.667	554.94	153.376	-134.993	158.614	174.111	-92.784	205.255	187.749	-124.861	247.382	191.45	-98.172	257.159	136.782	-77.699	216.403	111.707	-85.261	232.809	83.329	-85.27	199.01	99.851	-98.491	220.744	70.19	-124.361	180.597	89.698	-107.232	202.809	70.193	-119.848	163.787	111.735	-100.497	179.943	100.461	164.324	504.365	132.078	206.874	497.61	83.489	231.991	538.379	88.134	218.412	521.014	58.686	239.71	568.845	81.29	222.089	540.869	50.593	220.395	582.029	73.498	199.574	555.941	51.628	193.392	593.955	67.024	179.99	569.453	56.151
779	115.311	592.335	152.109	127.238	544.929	177.73	162.465	600.093	119.236	191.296	554.198	152.758	-134.294	158.629	173.952	-92.081	205.229	187.607	-124.269	247.299	191.238	-97.49	257.168	136.585	-77	216.4	111.586	-84.549	232.855	83.158	-84.47	199.006	99.688	-97.71	221	70.159	-123.64	180.577	89.54	-106.946	202.88	69.83	-119.142	163.786	111.557	-99.771	179.958	100.298	166	503.595	131.37	208.25	496.796	82.508	233.654	537.986	87.281	220.558	520.417	58.097	241.741	568.658	81.124	224.634	540.756	50.013	222.55	582.018	73.396	203.318	558.234	50.821	195.153	593.203	66.997	182.426	569.56	55.312
780	116.888	591.571	151.483	128.799	544.089	177.026	164.001	599.396	118.736	192.876	553.449	152.116	-133.571	158.575	173.734	-91.373	205.18	187.429	-123.448	247.305	191.15	-96.787	257.112	136.403	-76.28	216.425	111.342	-83.908	232.938	83.052	-83.772	199.026	99.563	-97.226	221.12	70.116	-122.94	180.63	89.384	-105.86	202.91	69.883	-118.406	163.764	111.374	-99.09	179.97	100.103	167.604	502.815	130.674	209.865	496.063	81.875	235.281	537.469	86.607	222.338	520.004	57.356	244.082	566.898	80.814	227.04	540.79	49.393	224.607	581.983	73.235	205.775	557.776	50.109	197.121	593.24	66.74	184.873	569.767	54.48
781	118.418	590.76	150.824	130.303	543.249	176.372	165.413	598.686	118.289	194.36	552.716	151.488	-132.892	158.531	173.509	-90.683	205.109	187.243	-122.766	247.234	190.983	-96.123	257.069	136.285	-75.595	216.404	111.209	-83.23	232.962	82.916	-83.048	199.033	99.333	-96.313	221.115	69.851	-122.225	180.593	89.166	-105.606	203.008	69.482	-117.717	163.748	111.177	-98.404	179.999	99.893	169.152	502.047	129.99	211.471	495.349	81.132	236.925	536.982	86.051	224.574	519.575	57.045	246.016	566.703	80.636	229.623	540.74	48.905	226.411	581.613	73.075	208.502	557.172	49.182	198.977	593.246	66.509	187.272	569.931	53.708
782	119.886	589.995	150.149	131.774	542.457	175.626	166.835	598.037	117.8	195.828	551.954	150.899	-132.258	158.468	173.283	-89.982	205.047	187.069	-122.053	247.203	190.812	-95.429	257.076	136.083	-74.863	216.338	111.044	-82.572	232.995	82.728	-82.45	199.021	99.209	-95.671	221.109	69.683	-121.533	180.589	88.971	-104.967	203.042	69.309	-117.031	163.719	110.971	-97.771	179.988	99.667	170.696	501.306	129.217	213.027	494.659	80.382	238.488	536.476	85.484	226.319	519.152	56.306	247.86	566.555	80.453	231.971	540.8	48.38	228.437	581.663	73.049	211.119	556.918	48.424	200.833	593.317	66.374	189.604	570.093	52.914
783	121.426	589.145	149.656	133.174	541.644	174.901	168.087	597.43	117.175	197.249	551.215	150.244	-131.558	158.425	173.096	-89.274	204.986	186.869	-121.349	247.115	190.621	-94.751	257.023	135.919	-74.229	216.358	110.872	-81.954	233.012	82.578	-81.818	199.011	99.036	-94.962	221.119	69.494	-120.874	180.601	88.769	-104.324	203.085	69.089	-116.344	163.675	110.739	-97.1	179.998	99.449	172.134	500.574	128.46	214.493	493.961	79.745	240.085	536.032	85.01	228.335	518.641	55.779	249.767	566.401	80.346	234.294	540.871	47.885	230.367	581.643	72.93	213.581	556.955	47.679	202.397	593.35	66.125	191.99	570.256	52.176
784	122.814	588.373	148.985	134.525	540.817	174.183	169.41	596.791	116.659	198.615	550.474	149.624	-130.902	158.36	172.854	-88.597	204.91	186.655	-120.677	247.034	190.531	-94.148	256.987	135.82	-73.62	216.404	110.633	-81.308	233.061	82.388	-81.033	198.959	98.742	-94.343	221.113	69.341	-120.204	180.554	88.581	-103.785	203.087	68.993	-115.687	163.634	110.541	-96.499	179.971	99.247	173.532	499.884	127.762	215.983	493.296	79.067	241.653	535.408	84.564	229.698	518.383	54.936	251.525	566.219	80.15	236.539	540.848	47.335	232.165	581.549	72.83	215.986	556.979	47.174	204.135	593.368	65.915	194.405	570.301	51.397
785	124.157	587.641	148.321	135.824	540.032	173.426	170.783	596.151	116.164	199.916	549.728	149.042	-130.208	158.267	172.641	-87.918	204.799	186.466	-119.998	246.938	190.337	-93.458	256.965	135.496	-72.954	216.344	110.438	-80.73	233.079	82.222	-80.52	198.989	98.615	-93.695	221.131	69.177	-119.567	180.529	88.356	-103.253	203.173	68.718	-115.047	163.588	110.304	-95.847	179.988	98.988	174.923	499.157	127.037	217.434	492.665	78.326	243.09	534.905	83.988	231.383	517.989	54.272	253.273	565.798	79.893	238.735	540.868	46.912	234.039	581.484	72.825	218.263	557.076	46.616	205.776	593.399	65.662	196.437	570.043	50.752
786	125.475	586.922	147.595	137.098	539.269	172.699	172.068	595.501	115.658	201.178	549.01	148.435	-129.549	158.189	172.4	-87.221	204.737	186.224	-119.288	246.882	190.142	-92.839	256.887	135.365	-72.331	216.312	110.232	-80.155	233.106	82.024	-79.875	198.946	98.366	-93.116	221.182	68.928	-118.974	180.545	88.164	-102.694	203.208	68.468	-114.409	163.552	110.077	-95.268	179.945	98.726	176.253	498.46	126.273	218.798	492.104	77.601	244.546	534.493	83.438	232.986	517.636	53.588	254.93	565.528	79.782	240.787	540.82	46.409	235.734	581.328	72.716	220.303	557.033	46.131	207.456	593.32	65.405	198.394	569.922	50.079
787	126.74	586.168	146.944	138.335	538.459	171.961	173.341	594.873	115.1	202.413	548.272	147.87	-128.907	158.099	172.151	-86.564	204.634	186.013	-118.648	246.723	190.008	-92.215	256.828	135.224	-71.721	216.292	110.031	-79.54	233.099	81.814	-79.254	198.929	98.149	-92.539	221.178	68.78	-118.337	180.482	87.922	-102.144	203.217	68.359	-113.784	163.497	109.819	-94.538	180.095	98.392	177.535	497.775	125.496	220.19	491.477	76.927	245.961	534.024	82.902	234.549	517.253	52.918	256.725	565.385	79.721	242.726	540.725	45.998	237.787	581.624	72.74	222.186	556.963	45.658	209.007	593.156	65.121	200.315	570.511	49.389
788	127.998	585.461	146.225	139.565	537.706	171.2	174.584	594.21	114.613	203.66	547.606	147.292	-128.22	157.996	171.917	-85.882	204.505	185.835	-118.078	246.56	189.822	-91.521	256.751	134.982	-71.105	216.254	109.781	-78.989	233.116	81.637	-78.875	198.89	98.078	-91.971	221.185	68.6	-117.762	180.472	87.69	-101.758	203.195	68.06	-113.149	163.458	109.578	-93.9	180.082	98.157	178.805	497.07	124.771	221.517	490.908	76.224	247.322	533.611	82.349	236.028	516.907	52.247	258.244	565.046	79.428	244.526	540.552	45.513	239.302	581.343	72.456	223.895	556.769	45.213	210.576	593.007	64.87	202.03	570.356	48.803
789	129.317	584.703	145.615	140.81	537.092	170.369	175.777	593.589	114.153	204.842	546.927	146.651	-127.574	157.902	171.679	-85.233	204.385	185.594	-117.402	246.476	189.605	-90.955	256.701	134.857	-70.506	216.243	109.612	-78.434	233.167	81.446	-78.018	198.87	97.68	-91.378	221.229	68.361	-117.135	180.441	87.471	-101.068	203.313	67.887	-112.538	163.39	109.361	-93.334	180.068	97.869	180.033	496.415	123.974	222.843	490.38	75.457	248.656	533.189	81.79	237.47	516.52	51.54	259.706	564.685	79.184	246.246	540.388	45.024	240.735	580.981	72.153	225.532	556.546	44.757	212.027	592.739	64.599	203.657	570.021	48.357
790	130.476	584	144.93	141.94	536.316	169.663	176.89	592.888	113.634	206.06	546.173	146.088	-126.909	157.789	171.45	-84.55	204.284	185.378	-116.755	246.327	189.413	-90.33	256.619	134.698	-69.939	216.222	109.393	-77.857	233.167	81.25	-77.61	198.842	97.554	-90.791	221.227	68.198	-116.558	180.428	87.242	-100.662	203.194	67.723	-111.921	163.341	109.091	-92.74	180.09	97.658	181.259	495.772	123.182	224.11	489.88	74.651	249.945	532.69	81.166	238.969	516.174	50.904	261.125	564.349	78.91	247.898	540.19	44.564	242.244	580.697	72.014	227.12	556.309	44.285	213.492	592.519	64.383	205.245	569.809	47.855
