Trajectories
100
	x_RWristOut			x_RWristIn			x_RHandOut			x_RHandIn			x_RThumbTip			x_RIndexTip			x_RMiddleTip			x_RRingTip			x_RPinkyTip			x_LWristOut			x_LWristIn			x_LHandOut			x_LHandIn			x_LThumbTip			x_LIndexTip			x_LMiddleTip			x_LRingTip			x_LPinkyTip
Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1	-787.582	-409.925	686.609	-744.64	-412.524	689.865	-794.483	-481.191	670.923	-734.317	-497.932	689.096	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
472	-579.777	-357.791	427.671	-545.95	-330.861	428.33	-546.801	-404.665	385.641	-487.64	-380.554	393.48	-449.154	-373.338	352.794	-445.69	-448.615	323.441	-458.693	-462.548	310.625	-475.939	-466.987	316.21	-494.154	-451.697	343.411	-624.485	797.101	411.573	-578.253	767.334	416.82	-594.071	847.53	370.075	-538.42	826.051	387.808	-500.91	821.126	324.331	-498.459	880.252	300.133	-517.701	879.657	277.755	-539.64	879.613	280.752	-567.62	879.709	294.578
473	-578.622	-356.008	425.16	-544.931	-328.972	425.926	-545.579	-402.704	382.98	-486.52	-378.217	390.552	-448.318	-370.716	349.942	-444.522	-445.627	319.785	-457.631	-459.526	307.078	-474.826	-464.107	312.609	-492.992	-449.089	340.081	-623.766	794.758	409.186	-577.577	765.078	414.728	-593.35	845.058	367.516	-537.663	823.597	385.315	-500.258	818.242	321.541	-497.881	876.47	296.764	-517.149	875.981	274.761	-539.051	875.993	277.712	-566.925	876.399	291.642
474	-577.26	-354.127	422.648	-543.924	-327.069	423.524	-544.39	-400.548	380.203	-485.424	-375.858	387.568	-447.46	-367.916	346.983	-443.403	-442.577	316.194	-456.542	-456.471	303.533	-473.701	-461.144	309.004	-491.799	-446.45	336.754	-623.048	792.541	406.857	-577.006	762.763	412.492	-592.548	842.54	364.871	-536.916	821.133	382.844	-499.715	815.208	318.812	-497.415	872.608	293.339	-516.571	872.263	271.755	-538.511	872.357	274.71	-566.089	872.938	288.717
475	-576.126	-352.276	420.163	-542.952	-325.061	420.98	-543.231	-398.348	377.307	-484.351	-373.499	384.758	-446.492	-365.06	343.867	-442.298	-439.489	312.621	-455.461	-453.405	299.99	-472.587	-458.161	305.428	-490.621	-443.789	333.432	-622.351	790.317	404.642	-576.329	760.532	410.418	-591.812	840.059	362.445	-536.218	818.669	380.416	-499.142	812.271	316.131	-496.921	868.817	290.047	-516	868.585	268.808	-538.021	868.747	271.744	-565.386	869.708	285.867
476	-574.993	-350.466	417.689	-541.929	-323.13	418.607	-542.081	-396.148	374.464	-483.268	-371.099	381.801	-445.563	-362.251	340.946	-441.261	-436.469	309.151	-454.375	-450.305	296.399	-471.488	-455.211	301.975	-489.448	-441.095	330.1	-621.634	788.097	402.363	-575.667	758.288	408.334	-591.009	837.59	359.816	-535.417	816.165	377.982	-498.587	809.333	313.409	-496.396	865.092	286.773	-515.49	864.888	265.849	-537.481	865.081	268.742	-564.682	866.49	283.034
477	-573.883	-348.621	415.233	-540.904	-321.163	416.164	-540.898	-393.889	371.591	-482.169	-368.691	378.905	-444.645	-359.389	337.974	-440.178	-433.419	305.674	-453.292	-447.172	292.82	-470.39	-452.194	298.389	-488.285	-438.378	326.788	-620.925	785.89	400.11	-575.011	756.073	406.243	-590.301	835.135	357.411	-534.717	813.732	375.553	-498.023	806.397	310.773	-495.945	861.334	283.569	-514.977	861.229	262.928	-537.027	861.495	265.849	-564.005	863.293	280.186
478	-572.762	-346.744	412.735	-539.864	-319.165	413.742	-539.802	-391.644	368.829	-481.096	-366.253	376.043	-443.673	-356.531	335.016	-439.219	-430.28	302.061	-452.301	-444.09	289.381	-469.304	-449.125	294.839	-487.151	-435.632	323.442	-620.243	783.659	397.875	-574.333	753.85	404.116	-589.513	832.644	354.814	-533.934	811.309	373.144	-497.46	803.46	308.135	-495.477	857.567	280.382	-514.456	857.811	259.944	-536.531	857.929	262.927	-563.308	860.1	277.428
479	-571.645	-344.838	410.242	-538.85	-317.14	411.33	-538.674	-389.201	365.762	-480.055	-363.805	373.228	-442.455	-353.674	332.312	-437.931	-427.11	298.782	-451.297	-440.952	285.907	-468.266	-446.05	291.339	-486.007	-432.892	320.143	-619.474	781.458	395.631	-573.679	751.612	401.999	-588.79	830.198	352.434	-533.15	808.876	370.777	-496.948	800.573	305.434	-495.092	853.891	277.32	-513.874	854.275	257.084	-536.076	854.365	260.09	-562.641	856.957	274.676
480	-570.524	-342.877	407.756	-537.842	-315.105	408.943	-537.486	-387.008	363.071	-478.989	-361.328	370.364	-441.537	-350.761	329.402	-436.879	-424.018	295.392	-450.281	-437.786	282.386	-467.279	-442.985	287.937	-484.929	-430.087	316.878	-618.803	779.238	393.405	-572.936	749.419	399.999	-588.03	827.745	349.857	-532.337	806.463	368.386	-496.399	797.643	302.825	-494.635	850.2	274.207	-513.351	850.658	254.322	-535.596	850.796	257.227	-561.97	853.836	271.938
481	-569.407	-340.912	405.283	-536.846	-313.029	406.533	-536.384	-384.655	360.347	-477.963	-358.779	367.55	-440.608	-347.918	326.629	-435.835	-420.861	291.986	-449.288	-434.575	278.871	-466.266	-439.85	284.426	-483.875	-427.184	313.684	-618.09	777.06	391.136	-572.282	747.207	397.86	-587.305	825.29	347.477	-531.571	804.015	365.974	-495.931	794.68	300.132	-494.144	846.561	271.143	-512.813	847.072	251.532	-535.121	847.274	254.403	-561.309	850.721	269.227
482	-568.275	-338.921	402.798	-535.81	-310.909	404.152	-535.248	-382.257	357.588	-476.896	-356.219	364.737	-439.794	-344.961	323.741	-434.82	-417.65	288.694	-448.409	-431.362	275.612	-465.311	-436.724	280.975	-482.836	-424.372	310.441	-617.465	774.872	388.849	-571.589	745.024	395.754	-586.518	822.8	344.873	-530.85	801.604	363.534	-495.414	791.816	297.518	-493.671	842.906	268.081	-512.251	843.562	248.692	-534.617	843.764	251.584	-560.619	847.656	266.536
483	-567.156	-336.88	400.382	-534.775	-308.747	401.747	-534.109	-379.821	354.844	-475.842	-353.582	361.971	-438.951	-342.065	321.028	-433.813	-414.475	285.404	-447.448	-428.06	272.129	-464.396	-433.573	277.599	-481.762	-421.491	307.221	-616.776	772.652	386.628	-570.952	742.798	393.666	-585.847	820.385	342.456	-530.109	799.185	361.108	-494.936	788.865	294.752	-493.155	839.287	265.135	-511.595	840.124	246.019	-534.134	840.217	248.846	-559.94	844.565	263.797
484	-565.993	-334.851	397.951	-533.732	-306.601	399.354	-532.953	-377.185	351.786	-474.741	-350.887	359.077	-437.975	-338.914	317.904	-432.759	-411.184	282.083	-446.507	-424.747	268.773	-463.438	-430.351	274.153	-480.72	-418.581	303.992	-616.055	770.473	384.335	-570.281	740.577	391.577	-585.058	817.869	339.847	-529.362	796.74	358.698	-494.466	785.932	292.11	-492.64	835.722	262.16	-511.047	836.586	243.223	-533.608	836.719	246.013	-559.251	841.518	261.107
485	-564.841	-332.769	395.543	-532.728	-304.38	397.01	-531.796	-374.868	349.362	-473.707	-348.178	356.297	-437.282	-336.202	315.297	-431.701	-407.841	278.776	-445.605	-421.417	265.417	-462.473	-427.068	270.684	-479.651	-415.654	300.789	-615.358	768.316	382.074	-569.604	738.41	389.442	-584.313	815.42	337.348	-528.627	794.345	356.27	-493.926	783.065	289.397	-492.072	832.197	259.212	-510.467	833.102	240.441	-533.056	833.269	243.19	-558.571	838.446	258.364
486	-563.687	-330.683	393.159	-531.691	-302.134	394.646	-530.596	-372.35	346.601	-472.636	-345.375	353.469	-436.444	-333.053	312.362	-430.687	-404.451	275.447	-444.588	-417.955	261.942	-461.56	-423.836	267.34	-478.588	-412.67	297.603	-614.675	766.182	379.85	-568.89	736.263	387.362	-583.596	813.004	334.789	-527.877	791.967	353.846	-493.491	780.055	286.664	-491.529	828.693	256.28	-509.863	829.679	237.67	-532.516	829.786	240.453	-557.888	835.375	255.643
487	-562.487	-328.57	390.775	-530.66	-299.884	392.317	-529.416	-369.834	343.928	-471.538	-342.587	350.621	-435.597	-329.848	309.4	-429.661	-400.996	272.1	-443.573	-414.422	258.466	-460.576	-420.468	263.923	-477.484	-409.638	294.419	-613.913	764.006	377.494	-568.204	734.144	385.298	-582.896	810.543	332.363	-527.151	789.608	351.442	-493.002	777.196	283.898	-490.949	825.202	253.37	-509.243	826.502	234.932	-531.952	826.334	237.66	-557.194	832.329	252.906
488	-561.305	-326.444	388.425	-529.594	-297.588	389.979	-528.2	-367.273	341.203	-470.46	-339.765	347.831	-434.821	-326.529	306.406	-428.65	-397.439	268.826	-442.686	-410.918	255.21	-459.562	-417.05	260.568	-476.353	-406.581	291.227	-613.205	761.876	375.317	-567.5	732.027	383.173	-582.122	808.139	329.735	-526.412	787.293	348.995	-492.54	774.281	281.187	-490.37	821.745	250.531	-508.676	823.048	232.211	-531.399	822.92	234.932	-556.505	829.226	250.168
489	-560.059	-324.283	386.07	-528.539	-295.288	387.644	-526.941	-364.709	338.506	-469.338	-336.848	345.016	-433.981	-323.208	303.393	-427.627	-393.909	265.412	-441.658	-407.28	251.809	-458.596	-413.679	257.271	-475.222	-403.455	288.064	-612.466	759.722	373.051	-566.791	729.924	381.054	-581.425	805.702	327.138	-525.691	784.973	346.628	-492.081	771.411	278.479	-489.841	818.344	247.712	-508.081	819.685	229.489	-530.843	819.484	232.166	-555.808	826.161	247.478
490	-558.842	-322.104	383.787	-527.469	-292.932	385.318	-525.694	-362.122	335.807	-468.233	-333.966	342.198	-433.231	-320.008	300.592	-426.599	-390.31	262.043	-440.678	-403.654	248.354	-457.508	-410.155	253.878	-474.045	-400.29	284.933	-611.739	757.611	370.775	-566.076	727.82	378.982	-580.679	803.249	324.636	-524.935	782.67	344.111	-491.619	768.535	275.803	-489.299	814.971	244.9	-507.488	816.34	226.817	-530.275	816.084	229.508	-555.115	823.082	244.712
491	-557.591	-319.906	381.428	-526.368	-290.582	382.998	-524.472	-359.473	333.217	-467.141	-331.044	339.437	-432.443	-316.586	297.56	-425.647	-386.681	258.754	-439.688	-399.97	245.046	-456.457	-406.61	250.484	-472.868	-397.076	281.765	-611.036	755.467	368.564	-565.35	725.734	376.884	-579.942	800.857	322.114	-524.207	780.321	341.806	-491.095	765.785	273.249	-488.731	811.71	242.169	-506.925	812.931	224.106	-529.756	812.679	226.775	-554.466	819.995	242.113
492	-556.359	-317.683	379.136	-525.303	-288.198	380.739	-523.163	-356.808	330.458	-466.015	-328.127	336.658	-431.613	-313.22	294.683	-424.614	-383.018	255.377	-438.755	-396.267	241.694	-455.42	-403.062	247.271	-471.687	-393.803	278.695	-610.293	753.305	366.228	-564.604	723.602	374.784	-579.209	798.453	319.633	-523.423	777.981	339.326	-490.693	762.852	270.613	-488.166	808.401	239.37	-506.349	809.674	221.528	-529.183	809.319	224.147	-553.775	816.995	239.38
493	-555.075	-315.429	376.788	-524.183	-285.803	378.463	-521.949	-354.114	327.831	-464.887	-325.184	333.908	-430.85	-309.859	291.875	-423.649	-379.353	252.131	-437.782	-392.491	238.276	-454.373	-399.42	243.917	-470.506	-390.576	275.541	-609.54	751.169	364.011	-563.883	721.484	372.724	-578.452	796.021	317.096	-522.748	775.684	336.963	-490.178	760.06	268.042	-487.585	805.161	236.671	-505.759	806.379	218.805	-528.668	805.994	221.524	-553.129	813.873	236.789
494	-554.082	-313.222	374.539	-523.081	-283.375	376.172	-520.716	-351.419	325.267	-464.048	-322.204	331.054	-430.092	-306.426	288.983	-422.61	-375.653	248.983	-436.876	-388.762	235.001	-453.338	-395.768	240.615	-469.341	-387.254	272.481	-608.789	749.039	361.811	-563.154	719.356	370.633	-577.707	793.597	314.648	-522.033	773.366	334.507	-489.629	757.254	265.612	-487.026	801.95	234.026	-505.185	803.129	216.254	-528.109	802.666	218.836	-552.438	810.86	234.164
495	-552.802	-310.907	372.192	-521.998	-280.91	373.933	-519.474	-348.634	322.619	-462.927	-319.211	328.409	-429.258	-302.999	286.021	-421.663	-371.908	245.659	-435.982	-384.974	231.76	-452.342	-392.098	237.391	-468.198	-383.958	269.361	-607.902	746.938	359.625	-562.42	717.256	368.571	-576.915	791.18	312.194	-521.28	770.966	332.171	-489.63	754.312	262.765	-486.415	798.767	231.341	-504.593	799.821	213.669	-527.572	799.395	216.298	-551.782	807.857	231.535
496	-551.47	-308.729	370.149	-520.785	-278.384	371.673	-518.274	-345.862	320.103	-461.815	-316.143	325.81	-428.511	-299.593	283.355	-420.602	-368.15	242.539	-435.016	-381.066	228.369	-451.366	-388.395	234.119	-467.063	-380.585	266.33	-607.123	744.845	357.456	-561.68	715.13	366.474	-576.152	788.823	309.759	-520.496	768.608	329.746	-489.029	751.502	260.269	-485.806	795.622	228.693	-504.049	796.605	211.058	-527.021	796.114	213.717	-551.102	804.854	228.925
497	-550.216	-306.357	367.852	-519.689	-275.862	369.47	-516.998	-343.028	317.505	-460.708	-313.056	323.17	-427.757	-296.108	280.659	-419.636	-364.336	239.424	-434.234	-377.232	225.317	-450.43	-384.692	231.036	-465.967	-377.236	263.311	-606.354	742.762	355.248	-560.937	713.021	364.451	-575.357	786.411	307.355	-519.743	766.232	327.392	-488.562	748.622	257.811	-485.159	792.499	226.1	-503.424	793.378	208.549	-526.467	792.859	211.175	-550.417	801.922	226.364
498	-548.957	-303.968	365.664	-518.612	-273.306	367.317	-515.628	-340.263	315.159	-459.615	-309.902	320.615	-426.936	-292.495	277.679	-418.661	-360.492	236.354	-433.296	-373.3	221.999	-449.472	-380.886	227.813	-464.827	-373.742	260.314	-605.585	740.65	353.072	-560.079	710.928	362.387	-574.552	784.028	304.957	-518.94	763.859	325.019	-487.936	745.741	255.384	-484.516	789.29	223.532	-502.805	790.128	205.951	-525.845	789.651	208.605	-549.727	798.94	223.818
499	-547.706	-301.528	363.506	-517.545	-270.732	365.205	-514.375	-337.358	312.674	-458.49	-306.698	318.101	-426.263	-288.95	275.01	-417.677	-356.577	233.278	-432.496	-369.318	219.035	-448.573	-377.117	224.726	-463.804	-370.195	257.221	-604.833	738.589	350.977	-559.299	708.844	360.363	-573.748	781.649	302.531	-518.206	761.48	322.641	-487.33	742.938	252.998	-483.855	786.188	220.905	-502.182	786.909	203.43	-525.253	786.463	206.097	-549.014	795.953	221.257
500	-546.416	-299.064	361.277	-516.488	-268.072	363.068	-513.141	-334.405	310.233	-457.487	-303.408	315.422	-425.63	-285.424	272.394	-416.712	-352.576	230.232	-431.544	-365.322	215.861	-447.624	-373.264	221.633	-462.701	-366.75	254.314	-603.994	736.521	348.811	-558.534	706.757	358.345	-572.929	779.309	300.076	-517.349	759.116	320.327	-486.693	740.105	250.547	-483.176	783.052	218.35	-501.537	783.677	200.859	-524.623	783.281	203.565	-548.299	792.99	218.71
501	-545.197	-296.602	359.178	-515.415	-265.414	360.976	-511.877	-331.467	307.856	-456.401	-300.112	312.891	-424.116	-281.778	270.24	-415.752	-348.556	227.272	-430.711	-361.277	212.926	-446.709	-369.428	218.702	-461.604	-363.193	251.456	-603.178	734.45	346.62	-557.746	704.7	356.354	-572.185	776.884	297.794	-516.537	756.789	318.011	-486.114	737.272	248.166	-482.492	779.918	215.781	-500.841	780.498	198.397	-523.901	780.19	201.137	-547.585	790.043	216.235
502	-543.67	-293.977	357.11	-514.367	-262.694	358.917	-510.634	-328.471	305.502	-455.319	-296.751	310.429	-423.11	-278.109	267.888	-414.806	-344.462	224.349	-429.769	-357.131	209.836	-445.757	-365.46	215.615	-460.485	-359.632	248.659	-602.352	732.417	344.551	-556.96	702.643	354.374	-571.339	774.538	295.316	-515.744	754.462	315.754	-485.555	734.381	245.799	-481.802	776.761	213.294	-500.225	777.266	195.908	-523.244	777.068	198.718	-546.855	787.135	213.765
503	-542.376	-291.482	355.037	-513.274	-259.966	356.866	-509.371	-325.472	303.161	-454.218	-293.355	307.965	-422.426	-274.253	265.298	-413.811	-340.377	221.352	-428.869	-353.058	206.949	-444.806	-361.524	212.734	-459.345	-356.027	245.874	-601.543	730.408	342.421	-556.175	700.615	352.383	-570.562	772.211	293.024	-514.932	752.201	313.309	-484.896	731.61	243.38	-481.108	773.651	210.756	-499.562	774.137	193.424	-522.553	773.931	196.242	-546.144	784.165	211.293
504	-541.08	-288.948	353.04	-512.214	-257.235	354.858	-508.07	-322.449	300.881	-453.178	-289.939	305.584	-422.128	-270.55	262.093	-412.857	-336.165	218.467	-427.928	-348.831	203.941	-443.784	-357.484	209.704	-458.194	-352.356	243.093	-600.703	728.366	340.316	-555.357	698.615	350.479	-569.678	769.869	290.574	-514.085	749.972	311.146	-484.232	728.855	240.98	-480.419	770.542	208.262	-498.879	770.998	191.033	-521.87	770.848	193.885	-545.4	781.202	208.772
505	-539.793	-286.377	351.066	-511.145	-254.496	352.939	-506.78	-319.39	298.551	-452.074	-286.54	303.182	-421.503	-266.656	259.774	-411.895	-331.973	215.627	-427.027	-344.646	201.153	-442.794	-353.438	206.925	-457.012	-348.664	240.393	-599.894	726.38	338.247	-554.551	696.661	348.536	-568.904	767.597	288.303	-513.234	747.75	308.843	-483.61	726.099	238.727	-479.734	767.451	205.802	-498.197	767.813	188.586	-521.185	767.744	191.481	-544.669	778.27	206.303
506	-538.498	-283.834	349.133	-510.097	-251.772	351.055	-505.473	-316.369	296.334	-451.007	-283.124	300.857	-420.818	-262.673	257.293	-410.951	-327.779	212.805	-426.086	-340.381	198.244	-441.762	-349.355	204.086	-455.824	-344.93	237.72	-599.045	724.379	336.176	-553.727	694.72	346.603	-568.068	765.282	285.964	-512.467	745.548	306.582	-482.951	723.408	236.545	-479.017	764.176	203.431	-497.46	764.718	186.223	-520.497	764.668	189.166	-543.912	775.323	203.878
507	-537.219	-281.295	347.268	-509.027	-249.065	349.154	-504.179	-313.335	294.145	-449.904	-279.672	298.527	-419.958	-258.832	254.866	-409.993	-323.562	209.993	-425.139	-336.106	195.437	-440.731	-345.254	201.327	-454.626	-341.166	235.1	-598.228	722.431	334.1	-552.884	692.78	344.686	-567.244	763.041	283.676	-511.626	743.372	304.385	-482.273	720.741	234.288	-478.329	761.188	201.081	-496.781	761.619	183.891	-519.807	761.647	186.829	-543.147	772.469	201.479
508	-535.915	-278.717	345.338	-507.932	-246.31	347.291	-502.832	-310.208	291.818	-448.82	-276.269	296.256	-419.423	-254.762	252.608	-409.098	-319.31	207.33	-424.256	-331.85	192.77	-439.699	-341.133	198.681	-453.439	-337.399	232.496	-597.375	720.483	332.144	-552.065	690.889	342.804	-566.458	760.774	281.48	-510.76	741.224	302.17	-481.518	718.172	232.094	-477.658	758.184	198.681	-496.058	758.643	181.603	-519.121	758.605	184.529	-542.438	769.614	199.168
509	-534.608	-276.117	343.441	-506.858	-243.556	345.511	-501.539	-307.141	289.746	-447.728	-272.851	294.076	-418.588	-250.912	250.301	-408.149	-315.11	204.668	-423.326	-327.544	189.953	-438.654	-337.01	195.93	-452.242	-333.643	229.917	-596.54	718.51	330.097	-551.229	688.969	340.972	-565.534	758.548	279.132	-509.913	739.083	300.05	-480.865	715.544	230.053	-476.968	755.21	196.414	-495.377	755.602	179.316	-518.433	755.596	182.296	-541.657	766.816	196.837
510	-533.334	-273.525	341.635	-505.784	-240.824	343.707	-500.432	-304.13	287.564	-446.649	-269.443	291.872	-418.01	-246.961	248.133	-407.206	-310.892	202.084	-422.43	-323.285	187.263	-437.65	-332.862	193.231	-451.076	-329.893	227.371	-595.633	716.631	328.044	-550.389	687.103	339.093	-564.701	756.373	276.985	-508.973	736.974	297.911	-480.121	713.012	227.861	-476.27	752.313	194.058	-494.657	752.644	177.076	-517.749	752.688	180.088	-540.91	764.011	194.548
511	-532.026	-270.927	339.783	-504.66	-238.049	341.939	-499.138	-301.059	285.426	-445.519	-266.037	289.822	-417.27	-243.087	245.997	-406.2	-306.729	199.501	-421.553	-318.986	184.713	-436.664	-328.717	190.622	-449.912	-326.158	224.861	-594.841	714.533	326.057	-549.577	685.225	337.328	-563.827	754.194	274.871	-508.083	734.872	295.832	-479.361	710.553	225.751	-475.563	749.455	191.838	-493.93	749.739	174.884	-517.057	749.729	177.909	-540.115	761.299	192.331
512	-530.727	-268.301	337.932	-503.571	-235.323	340.185	-497.83	-297.984	283.297	-444.418	-262.677	287.732	-416.413	-239.267	243.82	-405.263	-302.549	197.054	-420.622	-314.712	182.115	-435.648	-324.614	188.077	-448.739	-322.427	222.388	-593.906	712.842	324.242	-548.639	683.375	335.386	-562.922	752.061	272.723	-507.21	732.779	293.773	-478.576	708.057	223.845	-474.866	746.626	189.634	-493.194	746.851	172.747	-516.218	746.704	175.789	-539.326	758.638	190.178
513	-529.441	-265.69	336.08	-502.465	-232.545	338.424	-496.519	-294.903	281.216	-443.212	-259.405	285.756	-415.784	-235.459	241.793	-404.247	-298.431	194.575	-419.944	-310.501	179.398	-434.637	-320.518	185.524	-447.576	-318.67	219.962	-592.987	710.987	322.263	-547.865	681.503	333.527	-562.045	749.931	270.62	-506.307	730.692	291.661	-477.811	705.659	221.814	-474.091	743.904	187.413	-492.415	744.034	170.605	-515.542	743.804	173.687	-538.498	755.954	188.024
514	-528.127	-263.053	334.294	-501.338	-229.765	336.643	-495.211	-291.797	279.162	-442.117	-256.056	283.763	-414.928	-231.705	239.776	-403.25	-294.294	192.251	-418.973	-306.279	176.933	-433.633	-316.43	182.992	-446.315	-314.638	217.571	-592.055	709.173	320.292	-547	679.683	331.757	-561.13	747.819	268.466	-505.391	728.651	289.654	-477.032	703.204	219.711	-473.529	741.024	185.326	-491.659	741.22	168.511	-514.729	741.07	171.568	-537.638	753.355	185.912
515	-526.811	-260.407	332.509	-500.228	-226.986	334.951	-493.73	-288.654	277.222	-440.992	-252.72	281.774	-414.201	-227.902	237.818	-402.154	-290.195	189.918	-417.941	-301.775	173.971	-432.651	-312.365	180.599	-445.156	-310.895	215.233	-591.186	707.31	318.451	-546.1	677.874	329.96	-560.189	745.732	266.37	-504.503	726.603	287.687	-476.239	700.774	217.772	-472.555	738.478	183.2	-490.829	738.497	166.452	-513.944	738.317	169.533	-536.801	750.743	183.745
516	-525.508	-257.772	330.674	-499.096	-224.179	333.263	-492.428	-285.549	275.229	-439.875	-249.343	279.77	-413.386	-224.209	235.836	-401.189	-286.111	187.603	-417.156	-297.97	172.19	-431.656	-308.348	178.265	-443.983	-307.169	212.897	-590.262	705.523	316.556	-545.178	676.099	328.191	-559.282	743.681	264.346	-503.576	724.577	285.644	-475.443	698.368	215.886	-471.867	735.7	181.115	-489.916	735.544	164.515	-513.13	735.713	167.543	-535.907	748.184	181.634
